[02:34:18] [main/INFO]: ModLauncher running: args [--username, RedRanger5577, --version, Sky High, --gameDir, C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High, --assetsDir, C:\Users\one\AppData\Roaming\.minecraft\assets, --assetIndex, 1.19, --uuid, ed8ee4031c614ae1b390b38e808c3315, --accessToken, ????????, --clientId, ${clientid}, --xuid, ${auth_xuid}, --userType, mojang, --versionType, release, --width, 925, --height, 530, --launchTarget, forgeclient, --fml.forgeVersion, 43.2.8, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[02:34:18] [main/INFO]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.3 by Microsoft; OS Windows 10 arch amd64 version 10.0
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=2,moving=false'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=13,moving=false'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=14,moving=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=14,moving=false'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=7,moving=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=15,moving=false'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=12,moving=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=13,moving=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=0,moving=false'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=8,moving=true'
[02:34:59] [Worker-Main-4/WARN]: Exception loading blockstate definition: 'oreganized:blockstates/molten_lead.json' missing model for variant: 'oreganized:molten_lead#level=15,moving=true'
[02:34:59] [Worker-Main-4/WARN]: Exception evaluating model definition: 'alloyed:steel_catwalk#'
java.lang.RuntimeException: Unknown property 'bottom' on 'Block{alloyed:steel_catwalk}'
	at malte0811.ferritecore.impl.KeyValueConditionImpl.getPredicate(KeyValueConditionImpl.java:31) ~[ferritecore-5.0.3-forge.jar%23391!/:5.0.3]
	at net.minecraft.client.renderer.block.model.multipart.KeyValueCondition.m_7289_(KeyValueCondition.java:537) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.renderer.block.model.multipart.Selector.m_112021_(Selector.java:43) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelBakery$ModelGroupKey.m_119390_(ModelBakery.java:597) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at java.util.stream.ReferencePipeline$2$1.accept(ReferencePipeline.java:178) ~[?:?]
	at java.util.ArrayList$ArrayListSpliterator.forEachRemaining(ArrayList.java:1625) ~[?:?]
	at java.util.stream.AbstractPipeline.copyInto(AbstractPipeline.java:509) ~[?:?]
	at java.util.stream.AbstractPipeline.wrapAndCopyInto(AbstractPipeline.java:499) ~[?:?]
	at java.util.stream.ReduceOps$ReduceOp.evaluateSequential(ReduceOps.java:921) ~[?:?]
	at java.util.stream.AbstractPipeline.evaluate(AbstractPipeline.java:234) ~[?:?]
	at java.util.stream.ReferencePipeline.collect(ReferencePipeline.java:682) ~[?:?]
	at net.minecraft.client.resources.model.ModelBakery$ModelGroupKey.m_119379_(ModelBakery.java:598) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_174886_(ModelBakery.java:394) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119331_(ModelBakery.java:437) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at java.util.HashMap.forEach(HashMap.java:1421) ~[?:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119362_(ModelBakery.java:427) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119341_(ModelBakery.java:312) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119306_(ModelBakery.java:474) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119263_(ModelBakery.java:177) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at com.google.common.collect.ImmutableList.forEach(ImmutableList.java:422) ~[guava-31.0.1-jre.jar%23115!/:?]
	at net.minecraft.client.resources.model.ModelBakery.<init>(ModelBakery.java:176) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_5944_(ModelManager.java:58) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_5944_(ModelManager.java:20) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.server.packs.resources.SimplePreparableReloadListener.m_10786_(SimplePreparableReloadListener.java:11) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(CompletableFuture.java:1768) [?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(CompletableFuture.java:1760) [?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) [?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) [?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) [?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) [?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) [?:?]
[02:34:59] [Worker-Main-4/WARN]: Unable to load model: 'minecraft:steel_catwalk' referenced from: alloyed:steel_catwalk#: java.io.FileNotFoundException: minecraft:models/steel_catwalk.json
[02:34:59] [Worker-Main-4/WARN]: Exception evaluating model definition: 'alloyed:steel_sheet_vertical_slab#type=bottom,waterlogged=true'
java.lang.RuntimeException: Unknown property 'facing' on 'Block{alloyed:steel_sheet_vertical_slab}'
	at malte0811.ferritecore.impl.KeyValueConditionImpl.getPredicate(KeyValueConditionImpl.java:31) ~[ferritecore-5.0.3-forge.jar%23391!/:5.0.3]
	at net.minecraft.client.renderer.block.model.multipart.KeyValueCondition.m_7289_(KeyValueCondition.java:537) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at malte0811.ferritecore.util.PredicateHelper.toCanonicalList(PredicateHelper.java:19) ~[ferritecore-5.0.3-forge.jar%23391!/:5.0.3]
	at net.minecraft.client.renderer.block.model.multipart.AndCondition.m_7289_(AndCondition.java:529) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.renderer.block.model.multipart.Selector.m_112021_(Selector.java:43) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelBakery$ModelGroupKey.m_119390_(ModelBakery.java:597) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at java.util.stream.ReferencePipeline$2$1.accept(ReferencePipeline.java:178) ~[?:?]
	at java.util.ArrayList$ArrayListSpliterator.forEachRemaining(ArrayList.java:1625) ~[?:?]
	at java.util.stream.AbstractPipeline.copyInto(AbstractPipeline.java:509) ~[?:?]
	at java.util.stream.AbstractPipeline.wrapAndCopyInto(AbstractPipeline.java:499) ~[?:?]
	at java.util.stream.ReduceOps$ReduceOp.evaluateSequential(ReduceOps.java:921) ~[?:?]
	at java.util.stream.AbstractPipeline.evaluate(AbstractPipeline.java:234) ~[?:?]
	at java.util.stream.ReferencePipeline.collect(ReferencePipeline.java:682) ~[?:?]
	at net.minecraft.client.resources.model.ModelBakery$ModelGroupKey.m_119379_(ModelBakery.java:598) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_174886_(ModelBakery.java:394) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119331_(ModelBakery.java:437) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at java.util.HashMap.forEach(HashMap.java:1421) ~[?:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119362_(ModelBakery.java:427) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119341_(ModelBakery.java:312) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119306_(ModelBakery.java:474) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119263_(ModelBakery.java:177) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at com.google.common.collect.ImmutableList.forEach(ImmutableList.java:422) ~[guava-31.0.1-jre.jar%23115!/:?]
	at net.minecraft.client.resources.model.ModelBakery.<init>(ModelBakery.java:176) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_5944_(ModelManager.java:58) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_5944_(ModelManager.java:20) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.server.packs.resources.SimplePreparableReloadListener.m_10786_(SimplePreparableReloadListener.java:11) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(CompletableFuture.java:1768) [?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(CompletableFuture.java:1760) [?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) [?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) [?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) [?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) [?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) [?:?]
[02:34:59] [Worker-Main-4/WARN]: Exception evaluating model definition: 'alloyed:steel_sheet_vertical_slab#type=top,waterlogged=false'
java.lang.RuntimeException: Unknown property 'facing' on 'Block{alloyed:steel_sheet_vertical_slab}'
	at malte0811.ferritecore.impl.KeyValueConditionImpl.getPredicate(KeyValueConditionImpl.java:31) ~[ferritecore-5.0.3-forge.jar%23391!/:5.0.3]
	at net.minecraft.client.renderer.block.model.multipart.KeyValueCondition.m_7289_(KeyValueCondition.java:537) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at malte0811.ferritecore.util.PredicateHelper.toCanonicalList(PredicateHelper.java:19) ~[ferritecore-5.0.3-forge.jar%23391!/:5.0.3]
	at net.minecraft.client.renderer.block.model.multipart.AndCondition.m_7289_(AndCondition.java:529) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.renderer.block.model.multipart.Selector.m_112021_(Selector.java:43) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelBakery$ModelGroupKey.m_119390_(ModelBakery.java:597) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at java.util.stream.ReferencePipeline$2$1.accept(ReferencePipeline.java:178) ~[?:?]
	at java.util.ArrayList$ArrayListSpliterator.forEachRemaining(ArrayList.java:1625) ~[?:?]
	at java.util.stream.AbstractPipeline.copyInto(AbstractPipeline.java:509) ~[?:?]
	at java.util.stream.AbstractPipeline.wrapAndCopyInto(AbstractPipeline.java:499) ~[?:?]
	at java.util.stream.ReduceOps$ReduceOp.evaluateSequential(ReduceOps.java:921) ~[?:?]
	at java.util.stream.AbstractPipeline.evaluate(AbstractPipeline.java:234) ~[?:?]
	at java.util.stream.ReferencePipeline.collect(ReferencePipeline.java:682) ~[?:?]
	at net.minecraft.client.resources.model.ModelBakery$ModelGroupKey.m_119379_(ModelBakery.java:598) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_174886_(ModelBakery.java:394) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119331_(ModelBakery.java:437) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at java.util.HashMap.forEach(HashMap.java:1421) ~[?:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119362_(ModelBakery.java:427) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119341_(ModelBakery.java:312) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119306_(ModelBakery.java:474) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119263_(ModelBakery.java:177) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at com.google.common.collect.ImmutableList.forEach(ImmutableList.java:422) ~[guava-31.0.1-jre.jar%23115!/:?]
	at net.minecraft.client.resources.model.ModelBakery.<init>(ModelBakery.java:176) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_5944_(ModelManager.java:58) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_5944_(ModelManager.java:20) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.server.packs.resources.SimplePreparableReloadListener.m_10786_(SimplePreparableReloadListener.java:11) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(CompletableFuture.java:1768) [?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(CompletableFuture.java:1760) [?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) [?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) [?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) [?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) [?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) [?:?]
[02:34:59] [Worker-Main-4/WARN]: Exception evaluating model definition: 'alloyed:steel_sheet_vertical_slab#type=double,waterlogged=false'
java.lang.RuntimeException: Unknown property 'facing' on 'Block{alloyed:steel_sheet_vertical_slab}'
	at malte0811.ferritecore.impl.KeyValueConditionImpl.getPredicate(KeyValueConditionImpl.java:31) ~[ferritecore-5.0.3-forge.jar%23391!/:5.0.3]
	at net.minecraft.client.renderer.block.model.multipart.KeyValueCondition.m_7289_(KeyValueCondition.java:537) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at malte0811.ferritecore.util.PredicateHelper.toCanonicalList(PredicateHelper.java:19) ~[ferritecore-5.0.3-forge.jar%23391!/:5.0.3]
	at net.minecraft.client.renderer.block.model.multipart.AndCondition.m_7289_(AndCondition.java:529) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.renderer.block.model.multipart.Selector.m_112021_(Selector.java:43) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelBakery$ModelGroupKey.m_119390_(ModelBakery.java:597) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at java.util.stream.ReferencePipeline$2$1.accept(ReferencePipeline.java:178) ~[?:?]
	at java.util.ArrayList$ArrayListSpliterator.forEachRemaining(ArrayList.java:1625) ~[?:?]
	at java.util.stream.AbstractPipeline.copyInto(AbstractPipeline.java:509) ~[?:?]
	at java.util.stream.AbstractPipeline.wrapAndCopyInto(AbstractPipeline.java:499) ~[?:?]
	at java.util.stream.ReduceOps$ReduceOp.evaluateSequential(ReduceOps.java:921) ~[?:?]
	at java.util.stream.AbstractPipeline.evaluate(AbstractPipeline.java:234) ~[?:?]
	at java.util.stream.ReferencePipeline.collect(ReferencePipeline.java:682) ~[?:?]
	at net.minecraft.client.resources.model.ModelBakery$ModelGroupKey.m_119379_(ModelBakery.java:598) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_174886_(ModelBakery.java:394) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119331_(ModelBakery.java:437) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at java.util.HashMap.forEach(HashMap.java:1421) ~[?:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119362_(ModelBakery.java:427) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119341_(ModelBakery.java:312) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119306_(ModelBakery.java:474) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119263_(ModelBakery.java:177) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at com.google.common.collect.ImmutableList.forEach(ImmutableList.java:422) ~[guava-31.0.1-jre.jar%23115!/:?]
	at net.minecraft.client.resources.model.ModelBakery.<init>(ModelBakery.java:176) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_5944_(ModelManager.java:58) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_5944_(ModelManager.java:20) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
	at net.minecraft.server.packs.resources.SimplePreparableReloadListener.m_10786_(SimplePreparableReloadListener.java:11) ~[client-1.19.2-20220805.130853-srg.jar%23487!/:?]
